Hash,Size,Stripped,N_Symbols,Complexity,cpu_type,file_type
143e7a7368785533b5e3ea9e700135b1,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
5a84b6fd0ffb4d104b0ae528437d3408,3379872.0,True,1404.0,35.0,x86_64,application/x-mach-binary
4b41782d3db171619ac8fb66b1439464,49152.0,True,81.0,2.0,ppc_32 x86_32,application/x-mach-binary
873a832f0ec8dd8e2628f7bfc3a0826d,123760.0,True,209.0,242.0,x86_64,application/x-mach-binary
bd01d2d27386bcfc6be6fc02558c8d7e,1233520.0,True,245.0,1.0,x86_64,application/x-mach-binary
b58d9d91defd2b2e38d3489718549a21,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3a0e8da6653585dcc3c2f2951a4f5b8c,760928.0,True,527.0,31.0,x86_64,application/x-mach-binary
aa281947cb7b0d99bc4683e4d117776d,251096.0,False,156.0,1.0,x86_64,application/x-mach-binary
ed18313f205ecd1d0c0fd13c97950027,172792.0,True,0.0,50.0,x86_64,application/x-mach-binary
05867b16f02dfed4ee4d64e48b237de6,3924156.0,True,88.0,0.0,x86_64,application/x-mach-binary
6b33490862de3a4f8ebb11a76dac5e22,35552.0,True,3.0,72.0,x86_64,application/x-mach-binary
4ae776631bf48e0b0790205653aab6d3,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
f7f079570214ea76e3448d2e631f6d60,436944.0,True,136.0,4.0,x86_64,application/x-mach-binary
19d180cb568f2555c2b0d221ad9c1cd4,1634248.0,True,388.0,37.0,x86_64,application/x-mach-binary
3f8c8e9235de208acc9529bb0f43b76a,11147584.0,False,67.0,36.0,x86_64,application/x-mach-binary
c2109f1c648c8f337706cb4ea35598a0,395408.0,True,263.0,2.0,x86_64,application/x-mach-binary
046dff0b9a6496a8364f1d0169ea60af,488892.0,True,464.0,39.0,x86_64,application/x-mach-binary
3adfeebeebed036d741b1eb973749993,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
a1c84ad6be365703c64b2936371a9dae,493240.0,True,360.0,44.0,x86_64,application/x-mach-binary
c4cc4e7d94c1bb7426b203c856f1b9fc,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
1f920349aa8a082f4f862730776172f5,30975068.0,True,1263.0,110.0,x86_64,application/x-mach-binary
14776789ab6d8a8dd043a4078f1028fd,1482696.0,True,388.0,37.0,x86_64,application/x-mach-binary
ab08b476c0eaa74c0a1ff128d8791e55,248528.0,True,147.0,4.0,arm_64,application/x-mach-binary
53ab890cef393cff4e2437783e048be8,2059776.0,True,123.0,1.0,x86_64,application/x-mach-binary
fe860f11addf2129dd5ac3d6b1116990,243984.0,False,82.0,7.0,arm_64,application/x-mach-binary
a36593fd80fe14069f92e445e5ea652e,29656216.0,True,396.0,1.0,x86_64,application/x-mach-binary
148151a994b64af4a9248e55d68ce36d,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
24ad42842ca5c37c9882a067e2756119,251792.0,True,203.0,2.0,x86_64,application/x-mach-binary
500116941324d46031cca96820072a2e,16384.0,True,0.0,20.0,x86_32,application/x-mach-binary
7e4dea63c20b7c0c6167b31dbfa20f44,377600.0,True,81.0,2.0,x86_64,application/x-mach-binary
7c279cf9c602208d3ae9dfc9fc60a066,93184.0,True,114.0,8.0,x86_64 arm_64,application/x-mach-binary
6080894a37b6063e356039c39caaf5d5,544000.0,True,332.0,1.0,x86_64,application/x-mach-binary
85c155b80a7387baf1a305b22e734ac7,86288.0,False,20.0,4.0,arm_64,application/x-mach-binary
59d1ca3458ef2e16ade8518cac04136b,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
68cb76404e1705c634b22b8123075d56,27080.0,True,47.0,2.0,x86_32,application/x-mach-binary
691698150a5bda710b90f106d67ee4fc,21255798.0,True,0.0,1.0,x86_64,application/x-mach-binary
80a195c7d2f3b7cb1ff71694970420ec,6377156.0,True,97.0,0.0,x86_64,application/x-mach-binary
f023fb69578c73bd8976f6914e77cc98,6506828.0,False,433.0,25.0,x86_64,application/x-mach-binary
15bbb59e041ccdc325ab0eb30a8993a9,6529152.0,True,229.0,189.0,x86_64,application/x-mach-binary
b1af15bf9d313e78eee9691f302d3f25,127200.0,True,136.0,4.0,x86_64 arm_64,application/x-mach-binary
e9b1c1dcb7c3201b11925a8448fedaae,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
57b4fd25147ea4b5a228cee2d0b0eabf,33408.0,True,17.0,6.0,x86_64,application/x-mach-binary
8663c76f5e0a8c755605e5f9cb2739b9,5187472.0,True,334.0,1.0,x86_64 arm_64,application/x-mach-binary
4f3d1e4562b9b02735ba9b3b17ab9dea,737016.0,True,335.0,59.0,x86_64,application/x-mach-binary
39252f4322abc456b6bb67d85d31512c,13025938.0,True,126.0,0.0,arm_64,application/x-mach-binary
0271ffc3456666402e443025a6e537e1,72112.0,False,44.0,1.0,x86_64,application/x-mach-binary
cd06ad9c93df4848aa5c6fe33399be06,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3e3a465b6f436c78269758c35e4d1af9,3359864.0,True,353.0,166.0,x86_64,application/x-mach-binary
d6cb6858353901ff99049982ebcf4c44,651736.0,True,343.0,59.0,x86_64,application/x-mach-binary
c0ba6b6c86d5ebe823a2a11d721237f3,1091904.0,False,321.0,2.0,x86_64,application/x-mach-binary
d37f6cb0c698d39bcce9522b6e5a151e,122200.0,True,0.0,1.0,x86_64,application/x-mach-binary
7cd5f299e98fb4d4a639b53002dd147d,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
ca590aacce96f17f8bdbca38ab6d19e1,147760.0,True,82.0,1.0,x86_64,application/x-mach-binary
7b25407ab2e1ae0c7ae274a0e3c1598e,201472.0,True,138.0,4.0,x86_64 arm_64,application/x-mach-binary
e6f13d4aa8818954aeaf40fa1e9dc3e9,377984.0,True,136.0,4.0,arm_64,application/x-mach-binary
9c4b400be3f47a383fdb4c6a161becdf,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
2e1278464cd5cb90131ec647d83a3cc2,741104.0,True,335.0,59.0,x86_64,application/x-mach-binary
a98fccb3059d5c038c1b19ce1daf1733,632252.0,True,356.0,87.0,x86_64,application/x-mach-binary
925b496c2f7c548bf04bbd14aed2fe6a,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
cce96277edab40e8ab3bb604f997e4c3,9174704.0,True,98.0,0.0,x86_64,application/x-mach-binary
73bf9d96bfdca2551fbcf583aed00cea,6377156.0,True,97.0,0.0,x86_64,application/x-mach-binary
4e9fb382c89260dcc1006600520b35b5,6377156.0,True,97.0,0.0,x86_64,application/x-mach-binary
65f8a7d4658a189924cae7d98136ee24,207772.0,True,98.0,88.0,x86_64,application/x-mach-binary
d73b38f22907ab6de8426c0a61edbd24,147680.0,True,139.0,4.0,arm_64,application/x-mach-binary
605d0fa010ff3d21eb21779a8797919d,336568.0,True,384.0,25.0,x86_64,application/x-mach-binary
e496204d16bb9315baec3036ed261c1b,147760.0,True,82.0,1.0,x86_64,application/x-mach-binary
b91a644335c65d00b4e6dab8f19decb9,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
527b6e0365c95a3a50882416285ea780,7128020.0,True,137.0,0.0,x86_64,application/x-mach-binary
f8ed4a9ff9ccac588dd0218fa7e4691c,1733600.0,True,455.0,1.0,x86_64,application/x-mach-binary
7119c769eb4f620baa8e7c2258fd1a3e,49584.0,True,89.0,2.0,x86_64,application/x-mach-binary
5a5feb49702d8bc2b97525cf8ffe1934,217824.0,False,279.0,18.0,arm_64,application/x-mach-binary
96aa360f777bac2ab65a6910aa36d758,181536.0,False,144.0,4.0,arm_64,application/x-mach-binary
36e4427b6e566c4b09c180a2b80531f7,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
c2e8edaaca8acd3c9f83b543104b9663,8924428.0,True,1653.0,188.0,x86_64,application/x-mach-binary
25fb94ea1326bb3b9736531ded14a062,14500.0,False,17.0,2.0,x86_64,application/x-mach-binary
0bca7fd9d0422faab28d649ac13b6941,1073788.0,False,203.0,10.0,x86_64,application/x-mach-binary
b6119ee306bb02cd448a268b0be4d225,72592.0,False,39.0,10.0,x86_64,application/x-mach-binary
f23052f90358fcd8199f2a1b24142142,172792.0,True,0.0,50.0,x86_64,application/x-mach-binary
f7b9c3897978b7d82edb00d033ef1253,354521.0,True,0.0,50.0,x86_64,application/x-mach-binary
1a92db36ac839e5e1ec62f736661f281,131072.0,True,161.0,1.0,x86_64,application/x-mach-binary
8d452e1b12f21c6e99e7ac208a4030d0,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
8dc77bb5a7a8ae0dae0868f30e7b9266,124384.0,True,159.0,6.0,x86_64 arm_64,application/x-mach-binary
a9d050f8b5e3c956a691cae07003f42c,3326880.0,True,351.0,176.0,x86_64,application/x-mach-binary
d9ecac55a65d6f5fc54eadbf554ed301,7117624.0,True,106.0,2.0,x86_64,application/x-mach-binary
f5912566b8af804f73ca42335d705ad1,89872.0,True,59.0,1.0,arm_64,application/x-mach-binary
a14c5e0aed09d8133b44574815157469,351456.0,False,100.0,8.0,x86_64,application/x-mach-binary
2ec5be7be45bd6b23e181cea3479f531,1224496.0,True,245.0,1.0,x86_64,application/x-mach-binary
67df9988781be61e24e7092574723939,10655808.0,True,326.0,1.0,x86_64,application/x-mach-binary
ec7f737de77d8aa8eece7e355e4f49b9,482912.0,True,141.0,4.0,x86_64 arm_64,application/x-mach-binary
e72ffa2cf2f4031dd33cb31e4f7d224d,286880.0,False,82.0,7.0,x86_64 arm_64,application/x-mach-binary
7908bc6c162264082340e6ba97eaa9a5,5587492.0,True,123.0,0.0,x86_64,application/x-mach-binary
17104467e90410a25d6e50fdb48ebfb8,123760.0,True,209.0,242.0,x86_64,application/x-mach-binary
9cd34ef4843a64c9219ba300ef38dd88,548688.0,True,335.0,59.0,x86_64,application/x-mach-binary
d4ced9d3b9eff3b87c5df2fe5226564f,348948.0,True,343.0,9.0,x86_64,application/x-mach-binary
dfd100c892463eb1e1b89dd0ebc14eb9,865388.0,True,279.0,2.0,x86_64,application/x-mach-binary
d7c9fccc36cecff11df743b203276503,47004.0,True,113.0,29.0,x86_64,application/x-mach-binary
9122871899c8257781260c70930c328c,203676.0,True,98.0,88.0,x86_64,application/x-mach-binary
24e3093b83dc851756b3326ee940f037,11774210.0,True,137.0,0.0,arm_64,application/x-mach-binary
932d701fbf0fdc6990ff917d61ceecd9,187244.0,True,253.0,212.0,x86_64,application/x-mach-binary
167659ba47ad535b08afafff0239ba74,203676.0,True,98.0,88.0,x86_64,application/x-mach-binary
6e28f77db20aecf668779b9c5bb4ae73,152928.0,True,177.0,1.0,x86_64,application/x-mach-binary
75b2ca5c36323864e61173e3d3126ac6,336568.0,True,384.0,25.0,x86_64,application/x-mach-binary
4ec5b4bb02a16807eb33a02c5a50a8c2,203676.0,True,98.0,88.0,x86_64,application/x-mach-binary
126ed0e77c3da94ff7d7d50d48f760c9,336568.0,True,384.0,25.0,x86_64,application/x-mach-binary
c62f36ebda7476e4617cb6d238870ba3,8758636.0,True,271.0,215.0,x86_64,application/x-mach-binary
9ec6452180b756483d4cabc24482fb60,24576.0,True,1.0,2.0,x86_32,application/x-mach-binary
cb355fae0e4df4d59fc91aa95482d8c1,1535944.0,True,388.0,37.0,x86_64,application/x-mach-binary
9da387f29d221a988fb02aacb10b5457,826864.0,True,136.0,1.0,x86_64,application/x-mach-binary
ed769b1952c44c465bcf5ae620e5a5f2,3306792.0,True,355.0,85.0,x86_64,application/x-mach-binary
cb9ade970cb83a8184ae0ab59d97ff3f,4024368.0,True,355.0,112.0,x86_64,application/x-mach-binary
3f882b7e1bf8adc9c8f3ecb72a66cc60,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3c38902bc46472db488ce0b1b087bd4c,1417536.0,True,269.0,1.0,x86_64,application/x-mach-binary
d98a5f6435cf94b71fe11a8df5f0edff,31484.0,True,40.0,208.0,x86_32,application/x-mach-binary
778088f9f8c8d18528cd83d5bb73c2b5,3064080.0,True,101.0,0.0,x86_64,application/x-mach-binary
585c2cb9b6ea227649bf4c76f5b8e247,19848544.0,True,118.0,0.0,x86_64,application/x-mach-binary
71e6c62f7aa9b6383a054ceb4c8a1af1,49152.0,True,81.0,2.0,ppc_32 x86_32,application/x-mach-binary
f9de11f4f15d38f1c0025d41004aba0b,207772.0,True,98.0,88.0,x86_64,application/x-mach-binary
f7b426e31e099116d0a3183a94566998,737016.0,True,335.0,59.0,x86_64,application/x-mach-binary
50851a4d4b0b28d5cfd24f5993987c7b,447216.0,True,586.0,9.0,arm_64,application/x-mach-binary
19a7fccb240f8f98378ad81af8a8a2b7,36688.0,False,19.0,2.0,x86_64,application/x-mach-binary
01506129dbe19dc1539ead9ef33c9dec,237504.0,False,222.0,12.0,x86_64 arm_64,application/x-mach-binary
7fbd6abe01c393f6f250c7b36cbbff06,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
4ca7b3134e0d3afa17b2979e7b2f8a05,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
6df698279e1f113cd76deb846022b20c,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
64a05daf7028c8aa07139b306aaa4982,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
1e5f490e683cbe46b4f332ab8852b5f1,882208.0,True,279.0,2.0,x86_64,application/x-mach-binary
103c98bb3879d9b82bafadd3d44c520f,27232.0,True,47.0,2.0,x86_64 x86_32,application/x-mach-binary
66636f6561dff6e3693f808eab57fe98,298064.0,False,153.0,1.0,x86_64,application/x-mach-binary
f3b6f7d1e5266b1464d902adadecc17f,465984.0,True,612.0,19.0,x86_64,application/x-mach-binary
1d3441e11c211d1b168b6d38b87a54e9,163200.0,True,259.0,110.0,x86_64,application/x-mach-binary
f6e35aa2ecd92445405d28826e1d6edd,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
46f90d23932378b1916215dd31668986,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
930ef3efed4380551c146d8dda1303b0,16697248.0,True,113.0,0.0,x86_64,application/x-mach-binary
873b04e47d2e7c445d2ddbcf6f3a8001,858160.0,False,83.0,5.0,x86_64 arm_64,application/x-mach-binary
f8cc5cff5d3c66a8a779387b19f17b83,555476.0,True,413.0,34.0,x86_64,application/x-mach-binary
c32ccbd408cc3071d8738a57d2fad9e1,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
b49d0107a73acf9a408813aefc8a6ce0,1163252.0,True,285.0,141.0,x86_64,application/x-mach-binary
a493ddf1e22a6800d2a51053ed6ba39f,7967744.0,True,108.0,0.0,x86_64,application/x-mach-binary
0d92e05cd292af46e1ecd7543b088004,23415586.0,True,125.0,0.0,arm_64,application/x-mach-binary
9384b83fa6ce1e249b2c73fa721cd7fe,465984.0,True,612.0,19.0,x86_64 arm_64,application/x-mach-binary
f5774aca722e0624daf67a2da5ec6967,3658952.0,True,224.0,0.0,x86_64 arm_64,application/x-mach-binary
c2c79381a7121221c4f5eb8b80d6978b,27080.0,True,47.0,2.0,x86_32,application/x-mach-binary
bd8d5e96efb68f5f034708c5484d87ad,2880348.0,True,409.0,142.0,x86_64,application/x-mach-binary
7ecad945ee78da6f9afe647ba7db66a3,109324.0,True,202.0,129.0,x86_64,application/x-mach-binary
f57a46c8959e68843095c933f70f51f6,39696.0,True,3.0,72.0,x86_64,application/x-mach-binary
6af9d86bc361c19756096ac1e34d60a2,8849188.0,True,325.0,122.0,x86_64,application/x-mach-binary
8a1e24a3c684fd5485b4a0be8df73fc0,737016.0,True,335.0,59.0,x86_64,application/x-mach-binary
9b4b58f8856f4b0429d7cbe873f665d2,797752.0,True,138.0,8.0,x86_64,application/x-mach-binary
4ebe352e4a85fc505709ab8bc5c22900,454164.0,True,424.0,37.0,x86_64,application/x-mach-binary
a751a751bf864a92e30650c505f70104,260976.0,False,197.0,2.0,x86_64,application/x-mach-binary
e432b96c4fc6980bef3210595ff0cf1e,1224448.0,True,245.0,1.0,x86_64,application/x-mach-binary
67b8087671879b6b4b9890a6b5f112ab,548688.0,True,335.0,59.0,x86_64,application/x-mach-binary
4fe9c7e945055130e9a582a3005eba6d,1700144.0,True,452.0,1.0,x86_64,application/x-mach-binary
a4c6b1c223cc5bba0a1e41677f40f5f4,12194128.0,False,342.0,1.0,x86_64 arm_64,application/x-mach-binary
032c200aa2e89f6dc17e1ba143438db5,172792.0,True,0.0,50.0,x86_64,application/x-mach-binary
5f5c37b78c6f49ff8fe8e050f8ba2f5b,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
bfbc9f179876889943fd660c7ebc1229,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
56ff485a431b703cc4173feeb477847b,109324.0,True,202.0,129.0,x86_64,application/x-mach-binary
2a0e04965eb61e4ae344d88e5b63df5c,1809832.0,True,384.0,160.0,x86_64,application/x-mach-binary
65bde404d863007d9dbfeea06175fbc1,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
4199acc897ee74048f6cac4cd6ec178b,717856.0,True,248.0,1.0,x86_64,application/x-mach-binary
f30bbb3a3556aeca1a63f1190650beb2,38656.0,False,31.0,1.0,x86_64,application/x-mach-binary
954bab9a41a635da7624e3dcd67de8d6,636396.0,True,439.0,34.0,x86_64,application/x-mach-binary
5764ae09e9797cffe8774c00ddf4d437,2199750.0,True,0.0,69.0,x86_64,application/x-mach-binary
35f8a1c881760fd5bc4d2e79ab315fc2,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
d4487e8ea430aaae7aa1bda7c654fe41,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
cacb0577274d3f6e66eb8ad3a767670e,203676.0,True,98.0,88.0,x86_64,application/x-mach-binary
17f3a89fd53a508b955b4d05370a3420,11976.0,True,0.0,1.0,arm_64,application/x-mach-binary
ff01c468889d855d7224a68f892d3c45,156352.0,False,136.0,4.0,x86_64 arm_64,application/x-mach-binary
be68ff442f04d389a71f1c6d3cddb57a,123760.0,True,209.0,242.0,x86_64,application/x-mach-binary
0258e391551982279f60be767237ea25,3244360.0,True,394.0,149.0,x86_64,application/x-mach-binary
02ebf77ac8ac0a3992b01bcd5f1729f9,180456.0,True,131.0,2.0,x86_64,application/x-mach-binary
872331e46afaedd24cd8855a315d1758,1147264.0,True,752.0,1.0,x86_32 x86_64,application/x-mach-binary
fc8200c92b43c47765be67207b298144,3839844.0,True,404.0,140.0,x86_64,application/x-mach-binary
386133c2b9bb60cec3d3eb8d07be77c2,35956.0,False,60.0,1.0,x86_64,application/x-mach-binary
bb7f414dbbb2dc1ccc339b7bcd3c9dd5,539132.0,True,414.0,34.0,x86_64,application/x-mach-binary
3fcd31de66ad926144ed4378d2db66c9,2394896.0,False,186.0,60.0,x86_64,application/x-mach-binary
cd4daeb801c4ad8e083995bbbb111777,49152.0,True,81.0,2.0,ppc_32 x86_32,application/x-mach-binary
512c595968c7caa88753c5b51674e448,9157664.0,True,98.0,0.0,x86_64,application/x-mach-binary
53ef3952f7f34f8b02870830a949171b,436944.0,True,136.0,4.0,x86_64 arm_64,application/x-mach-binary
519bc3066e408f4b9af03d49cf28f4c4,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
845b588300cd78b624a7b3e7989e1c20,354521.0,True,0.0,50.0,x86_64,application/x-mach-binary
6c387af6222b60b29058dcf2685fb7ee,336568.0,True,384.0,25.0,x86_64,application/x-mach-binary
6e2c3ff03c23d9289ad5fbfb660bbde4,1644992.0,False,263.0,1.0,x86_64,application/x-mach-binary
9fcce4e416dc989f47ea9480013b7ff2,760928.0,True,527.0,31.0,x86_64,application/x-mach-binary
afa68a5ce9be0f24f0006b895ccae913,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
9c0f9413ccf2c64cf9b182c3461c8a26,3068208.0,True,101.0,0.0,x86_64,application/x-mach-binary
243c966266ec1d4d998d2d53cd0b8c5e,161376.0,False,85.0,2.0,x86_64,application/x-mach-binary
652df02de16de86c8a4a1b51a9bb26f3,49152.0,True,81.0,2.0,ppc_32 x86_32,application/x-mach-binary
911bcccd5d3decf05ed50ffb92b91f79,109440.0,False,90.0,1.0,x86_64,application/x-mach-binary
e020246ac013509a8aca3f148ee69bd1,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
afe13fb054e47fd101a6cc3b6c5eea9b,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
b707ee6e325e61a3e73257059a44c63b,3761104.0,True,353.0,285.0,x86_64,application/x-mach-binary
ae551a94cbdace2e2eadc353263243e4,1581000.0,True,388.0,37.0,x86_64,application/x-mach-binary
217f236947931a7d0545940eb14b38c0,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
f4ef9dc6d00910c159054825aaa52094,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
8e6b94fc4b330082b5f6000b79e039f4,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
dea789cf65f51f5df0a3e10da95d823d,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
eb5f76f8e4bdaee8aed7deac42f7902f,268608.0,False,243.0,152.0,x86_64,application/x-mach-binary
7aa78cf093be9801a02c219a83772293,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
88f04ef3dded18e8f2f27e82204f4b42,49152.0,True,81.0,2.0,ppc_32 x86_32,application/x-mach-binary
dc75350ed5252bd19433a85d70179239,115964.0,True,175.0,1.0,x86_64,application/x-mach-binary
df31298f96e0d2ebccdb6213404f4035,1259616.0,True,188.0,1.0,x86_64,application/x-mach-binary
c37818834d44f72acd45c92e0adc0a2b,27080.0,True,47.0,2.0,x86_32,application/x-mach-binary
689995e01d5323c2e34d11f78702df17,39696.0,True,3.0,72.0,x86_64,application/x-mach-binary
a471d69f7d0bc92899ee100480b1bdaa,14351968.0,True,114.0,0.0,x86_64,application/x-mach-binary
f21812d588e7fac318f4faa9d58d3f25,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
f60e55afc0bbf3f15500c2ff7b8efec8,15353936.0,True,1465.0,510.0,x86_64,application/x-mach-binary
886dcd7a659d25bbe6b59ec92e908ba3,741104.0,True,335.0,59.0,x86_64,application/x-mach-binary
bce2cf01b6e7f4c07ef70d9a05acf7dc,203676.0,True,98.0,88.0,x86_64,application/x-mach-binary
82463ea689452a92068fd250d62157a7,149816.0,True,136.0,10.0,x86_64,application/x-mach-binary
5e3458a6f5472d359669c0e5cf034ab2,14527036.0,True,529.0,1.0,x86_64,application/x-mach-binary
3e8abbd6b58e503cbf70e9c3f75ed469,206068.0,True,269.0,215.0,x86_64,application/x-mach-binary
33c12b36284822512a89ee5f9b147437,52144.0,True,3.0,1.0,x86_64,application/x-mach-binary
0b02f25f663bc2bc9014bacc818bf5c2,175876.0,True,51.0,1.0,x86_64,application/x-mach-binary
dd4aedf8c13e8fb97bc5d515ecc507b1,173936.0,False,142.0,4.0,x86_64 arm_64,application/x-mach-binary
577b0a77f8d5e7b2907815e9e917217a,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
7b84af977ea71f61e87e8b2dc7aba1d4,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
4f41227364969d6db748c6dba7e0ead4,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
13077b869ae0f75c9649bb974d9d922b,20760.0,True,3.0,72.0,x86_64,application/x-mach-binary
ac865ac4adc0d1f4cff1161fb5ae5335,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
eed9c208b0638a47140284646f0b8b99,14498480.0,True,795.0,10.0,arm_64,application/x-mach-binary
77a0e63b79aab5c598eafbfd0f3ceb49,846160.0,False,195.0,2.0,x86_64,application/x-mach-binary
af18eeee0e89371848b982177c6ee9ad,11396752.0,True,107.0,0.0,x86_64,application/x-mach-binary
781d05ea94133f0b34185071d39bc52f,7494880.0,True,95.0,0.0,x86_64,application/x-mach-binary
8fca53db007912ecff2c3d13f8924ffa,207772.0,True,98.0,88.0,x86_64,application/x-mach-binary
b38736c0f537a80efa0d24ecd856d572,49152.0,True,81.0,2.0,ppc_32 x86_32,application/x-mach-binary
5ce6dc0276750b387df351a5e7b7219d,447216.0,True,586.0,9.0,arm_64,application/x-mach-binary
12224c4351930884cf98fdfbddd52ee8,128064.0,False,68.0,24.0,x86_64,application/x-mach-binary
4b35de2363e9c0d333ce38806d78143b,6377156.0,True,97.0,0.0,x86_64,application/x-mach-binary
3612cb9e56772a5191cde06c04a769c4,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
e77d56d60fc2de8d80b98f4f8dff3609,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3c5eca7beac68d6a6aec6188cd41f20c,11768340.0,False,2118.0,147.0,x86_64,application/x-mach-binary
fe670497e86fe1a522e82cdf7b2de142,327680.0,True,278.0,2.0,x86_32,application/x-mach-binary
61bed862265a9234c9698e43c4e1706e,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
280dcbbaec12243409f7398443675f18,27080.0,True,47.0,2.0,x86_32,application/x-mach-binary
170456c079220a91a1fe7f7fa77d047c,1992968.0,True,213.0,137.0,arm_64,application/x-mach-binary
d48e6b57d701539c112908f3c2c30bea,427440.0,True,296.0,1.0,x86_64,application/x-mach-binary
2b3e60863abab945bf3e35ae3d42911a,336568.0,True,384.0,25.0,x86_64,application/x-mach-binary
9404680c383dbad6ce4dc41783686b1f,69440.0,True,13.0,2.0,x86_64,application/x-mach-binary
2ab5417a6479b69b8aac67dccb80f187,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3060c43124b1d03061a1672aab564a5b,19070128.0,True,75.0,2.0,x86_64,application/x-mach-binary
f7dc2cf9c643a7ed03ee186a72727c3d,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
69d53e395e67b4221020d61b507753ed,27080.0,True,47.0,2.0,x86_32,application/x-mach-binary
727f2222e49b166c3097a3d5f4fbcc6e,398581.0,True,0.0,50.0,x86_64,application/x-mach-binary
2873a74f326ab590b7b07cd9461e7cac,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
b740a3e1cf11599b573afa1903cd260e,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
20628c97b46253023475ae9e4ac2f86c,10583808.0,False,458.0,3.0,x86_64,application/x-mach-binary
0de9b5a8db075d3ac661829dc3a6f9f0,1766908.0,False,65.0,2.0,x86_64,application/x-mach-binary
316e5df51bae5fcdf8f71223c2c387f8,12656776.0,True,393.0,141.0,x86_64,application/x-mach-binary
b66507cf833d8044bbb2acf1e6e40cd9,581437.0,True,0.0,3.0,x86_64,application/x-mach-binary
37fbd0169f5bcbdf851c4937adf948f7,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
8092507b0a7bb25a88017cfb9f2845c2,316192.0,False,211.0,2.0,x86_64,application/x-mach-binary
972991999e4913e4f2dba2382b8ea3c7,82288.0,False,98.0,2.0,x86_64,application/x-mach-binary
5805922b4e639486e0ed2dbd99c6354c,10570592.0,True,106.0,0.0,x86_64,application/x-mach-binary
907b006a1130ee27e155975f6deb30b0,737008.0,True,335.0,59.0,x86_64,application/x-mach-binary
cdf8c998ae6f2357bc8e937ccd252936,12295904.0,True,99.0,0.0,x86_64,application/x-mach-binary
78ffdf052ba7bea704a3be5342dddf2c,35248.0,True,68.0,1.0,x86_64,application/x-mach-binary
434b6a371c544a144e78a02ab67a0e41,172792.0,True,0.0,50.0,x86_64,application/x-mach-binary
67839152456e1664abf70d45a3e99b8d,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3a9fabef7acd57fb174934584d717abc,1679304.0,True,388.0,37.0,x86_64,application/x-mach-binary
53bbe6cabf906d559d1c5e4966ae7f14,33056.0,True,3.0,1.0,x86_64,application/x-mach-binary
3b9cec7fc745a3719973d5edbf9940aa,172792.0,True,0.0,50.0,x86_64,application/x-mach-binary
